,A Room with a View.txt,A Doll's House.txt,A Christmas Carol in Prose Being a Ghost Story of Christmas.txt,A Modest Proposal.txt,A Short History of English Agriculture.txt,A Smaller History of Rome.txt
fellow-demagogue,0,0,0,0,0,1
fellow-labourers.,0,0,0,0,1,0
fellow-passengers,0,0,1,0,0,0
fellow-soldier.,0,0,0,0,0,1
fellow;,1,1,0,0,0,0
"fellow?""",0,0,1,0,0,0
"fellowmen,",0,0,1,0,0,0
fellows,0,0,1,0,1,0
fellows!”,1,0,0,0,0,0
fellows',0,0,0,0,1,0
fellows.[14],0,0,0,0,1,0
fellow—,0,1,0,0,0,0
fellow—”,1,0,0,0,0,0
fellow’s,1,0,0,0,0,0
fells,0,0,0,0,1,0
"felony,",0,0,0,0,1,0
felony.,0,0,0,0,1,0
felt,1,1,1,0,1,1
"felt,",1,0,1,0,1,0
felt.,0,0,0,0,1,0
felys,0,0,0,0,1,0
female,1,0,0,1,1,1
females,1,0,0,0,1,0
"females,",0,0,0,1,0,0
females.,1,0,0,1,0,0
feminine,1,0,0,0,0,0
fen,0,0,0,0,1,0
"fen,",0,0,0,0,1,0
fence,1,0,0,0,1,0
"fence,",0,0,0,0,1,0
fence;,0,0,0,0,1,0
fenced,1,0,0,0,1,0
fenceless,1,0,0,0,0,0
fences,1,0,0,0,1,0
"fences,",1,0,0,0,1,0
"fences,”",1,0,0,0,0,0
fences.,0,0,0,0,1,0
fences:,0,0,0,0,1,0
fencing,0,0,0,0,1,0
"fencing,",1,0,0,0,1,0
fens,0,0,0,0,1,0
"fens,",0,0,0,0,1,0
feorm,0,0,0,0,1,0
"feorm,",0,0,0,0,1,0
ferme,0,0,0,0,1,0
ferme.,0,0,0,0,1,0
ferment,0,0,0,0,0,1
fermented,0,0,0,0,1,0
fern,1,0,0,0,1,0
fern.,1,0,0,0,0,0
ferns,1,0,0,0,0,0
ferns.,1,0,0,0,0,0
ferocious,0,0,1,0,0,1
"ferocious,",0,0,1,0,0,0
ferocity,0,0,0,0,0,1
ferret,0,0,1,0,0,0
ferrets,0,0,0,0,1,0
ferruginous,0,0,0,0,1,0
"ferry,",0,0,0,0,1,0
fertile,0,0,0,0,1,1
"fertile,",0,0,0,0,0,1
fertile.',0,0,0,0,1,0
fertility,0,0,0,0,1,0
"fertility,",0,0,0,0,0,1
fertility.,0,0,0,0,0,1
fervent,0,0,0,0,1,0
fervor.,0,0,0,0,0,1
fervour,1,0,0,0,0,0
fervour;,0,0,1,0,0,0
festival,0,0,0,0,1,1
"festival,",0,0,0,0,0,1
festival.,0,0,0,0,0,1
festivals,0,0,0,0,1,1
festivals.,0,0,0,0,0,1
festivals;,0,0,0,0,0,1
festive,0,0,1,0,0,0
festivities;,0,0,1,0,0,0
festivity.,1,0,0,0,0,0
fetch,1,0,1,0,0,1
fetched,0,0,1,0,1,1
fetches,1,0,0,0,1,0
fetching,1,0,0,0,1,0
fettered,0,0,0,0,0,1
"fettered,""",0,0,1,0,0,0
fetters,0,0,0,0,1,1
fetters.,0,0,0,0,0,1
feudal,0,0,0,0,1,0
feudal:,1,0,0,0,0,0
feudalism,0,0,0,0,1,0
"feudalism,",0,0,0,0,1,0
"feuds,",0,0,0,0,0,1
fever,1,0,0,0,0,1
"fever,",0,0,0,0,0,1
fever.,1,0,0,0,0,0
fevers,0,0,0,0,0,1
few,1,1,1,1,1,1
"few,",0,0,0,0,1,1
few;,0,0,0,0,0,1
fewer,0,0,0,0,1,1
fewest,0,0,0,0,1,0
fiance.,1,0,0,0,0,0
fibre,0,0,0,0,1,0
fibrous,0,0,0,0,1,0
fickle,0,0,0,0,0,1
"fiction,",0,0,0,0,0,1
fictitious,0,0,1,0,1,0
"fictitious,",0,0,0,0,1,0
fiddler,0,0,1,0,0,0
fide,0,0,0,0,1,0
fide_,0,0,0,0,0,1
fidelity,0,0,0,0,0,1
fidget,1,0,0,0,0,0
fidgeted,1,0,0,0,0,0
fidgeted;,1,0,0,0,0,0
"fidgety,",1,0,0,0,0,0
field,1,0,1,0,1,1
field).,0,0,0,0,1,0
"field,",0,0,0,0,1,1
field.,1,0,0,0,1,1
field.[10],0,0,0,0,1,0
field._,0,0,0,0,1,0
field:,0,0,0,0,1,0
field;,0,0,0,0,1,1
fielde.,0,0,0,0,1,0
fields,1,0,1,0,1,1
fields'.,0,0,0,0,1,0
"fields,",0,0,0,0,1,0
fields.,0,0,0,0,1,0
fields.'[276],0,0,0,0,1,0
fields.[194],0,0,0,0,1,0
fields.[19],0,0,0,0,1,0
fields.”,1,0,0,0,0,0
fields;,0,0,0,0,1,0
fiendish,0,0,0,0,0,1
fierce,0,0,0,0,0,1
"fierce,",1,0,0,0,0,1
fiercely,0,0,1,0,0,0
fierceness,0,0,0,0,0,1
fierceness.,0,0,0,0,0,1
fiercest,0,0,0,0,1,0
fiery,0,0,1,0,0,1
fifteen,1,0,1,0,1,1
"fifteen,",0,0,0,1,0,0
fifteenth,0,0,0,0,1,0
"fifteenth,",0,0,0,0,1,0
fifth,0,0,0,0,1,1
fifty,0,1,1,1,1,1
"fifty,",0,0,0,0,1,0
fifty-ninth,0,0,0,0,1,0
fifty-one,0,0,0,0,0,1
fifty-three,0,0,0,0,1,0
fig-tree.,0,0,0,0,0,1
figge,0,0,0,0,1,0
"figges,",0,0,0,0,1,0
fight,1,1,0,1,1,1
"fight,",0,0,0,0,0,1
fight.,0,0,0,0,0,1
"fight;""",0,0,0,0,0,1
fighting,1,1,0,0,1,1
fighting.,0,0,0,0,0,1
fights,0,0,0,0,0,1
figs,0,0,1,0,0,1
figs.,0,0,0,0,1,1
figure,1,0,1,1,1,1
"figure,",0,0,1,0,0,0
figure--like,0,0,1,0,0,0
figure-head,0,0,1,0,0,0
figure.,0,0,0,0,1,0
figured,1,0,0,0,0,0
figures,1,1,1,0,1,1
figures!”,1,0,0,0,0,0
"figures,",1,0,0,0,1,0
figures[690]:,0,0,0,0,1,0
filberts,0,0,0,0,1,0
"filberts,",0,0,1,0,1,0
file,1,1,1,1,1,1
filed,1,0,0,0,0,0
files,1,1,1,1,1,1
"files,",0,0,1,0,0,0
filial,1,0,0,0,0,1
filing,0,0,0,0,1,0
fill,1,1,1,0,1,1
filled,1,0,1,0,1,1
filled.[236],0,0,0,0,1,0
filling,1,0,0,0,0,1
filtered,1,0,0,0,0,0
filth,0,0,0,0,1,0
"filth,",0,0,1,1,0,0
filthy.,0,0,0,0,1,0
final,1,0,0,0,1,1
finality.,1,0,0,0,0,0
finally,1,0,0,0,1,1
"finally,",0,0,0,0,0,1
finances,0,0,0,0,0,1
"finances,",0,0,0,0,0,1
finances.,0,0,0,0,0,1
financial,1,1,1,1,1,1
find,1,1,1,1,1,1
"find',",0,0,0,0,1,0
"find,",1,0,0,0,1,0
find.,1,0,0,0,0,0
finding,1,0,1,0,1,1
finds,1,0,1,0,1,0
find—first,0,1,0,0,0,0
fine,1,1,1,1,1,1
"fine,",0,1,0,0,0,1
fine-grained,0,0,0,0,1,0
fine-grained.,0,0,0,0,1,0
fine.,0,0,0,0,1,1
fined,0,0,1,0,1,0
finely,0,0,0,0,1,0
fineness,0,0,0,0,1,1
finer,0,0,0,0,1,1
fineries,0,0,0,1,0,0
fines,0,0,0,0,1,0
"fines,",0,0,0,0,0,1
finest,1,0,0,0,1,1
finger,1,1,1,0,1,0
"finger,",0,0,1,0,0,0
finger-tips,1,0,0,0,0,0
finger;,1,0,0,0,0,0
fingering,1,0,0,0,0,0
fingers,1,0,0,0,0,1
"fingers,",1,0,0,0,0,0
finish,1,0,1,0,0,1
finish.,1,0,0,0,0,0
finish?,1,0,0,0,0,0
finished,1,0,0,0,1,1
"finished,",0,0,0,0,0,1
finished.,0,0,0,0,1,1
finished.[617],0,0,0,0,1,0
finishes,0,0,1,0,0,1
finishing,0,0,0,0,1,1
finishing.”,1,0,0,0,0,0
fire,1,1,1,0,1,1
"fire,",1,0,1,0,1,1
"fire-guard,",0,0,1,0,0,0
"fire-irons,",0,0,1,0,0,0
fire.,1,0,1,0,0,0
fire.]_,0,1,0,0,0,0
fire.”,1,0,0,0,0,0
fire;,0,1,1,0,0,0
fired,1,0,0,0,0,0
"fired,",0,0,0,0,0,1
"firedog,",0,0,0,0,1,0
fireplace,0,0,1,0,0,0
"fireplace,",0,0,1,0,0,0
fireplace.,0,0,1,0,0,0
fires,0,0,1,0,1,1
"fires,",1,0,1,0,0,0
fireside,0,0,0,0,1,0
fireside;,0,0,1,0,0,0
firewood,0,0,0,0,1,0
firm,0,0,1,0,1,1
"firm,",0,0,1,0,0,1
firm.,1,0,0,0,0,0
firm.”,1,0,0,0,0,0
firmer,0,0,0,0,0,1
firmly,1,1,0,0,1,1
firmness,0,0,0,0,0,1
"firmness,",0,0,0,0,0,1
first,1,1,1,1,1,1
"first!""",0,0,1,0,0,0
"first,",1,0,1,1,1,1
first.,1,1,1,0,0,1
first.’,1,0,0,0,0,0
first.”,1,0,0,0,0,0
first;,0,0,1,0,0,0
first?,1,0,0,0,0,0
first—a,1,0,0,0,0,0
fiscal,0,0,0,0,1,0
fish,0,0,0,1,1,0
"fish,",0,0,1,0,1,0
"fish-baskets,",0,0,1,0,0,0
fish.,1,0,0,0,1,0
fish.”,1,0,0,0,0,0
"fisher-girl,",0,1,0,0,0,0
fishermen,0,0,0,0,0,1
fishing-rods,0,0,0,0,1,0
fishing.,1,0,0,0,0,0
fists,1,0,0,0,0,0
"fists,",1,0,0,0,0,0
fit,1,1,1,1,1,1
"fit,",1,0,0,0,1,0
fit.,0,0,0,0,1,0
fit.”,1,0,0,0,0,0
fit;,1,0,0,0,0,0
fitches,0,0,0,0,1,0
fitted,1,1,0,0,1,1
fitting,1,0,0,0,1,0
five,1,1,1,1,1,1
"five,",0,1,1,0,0,1
"five,”",1,0,0,0,0,0
five-and-sixpence,0,0,1,0,0,0
five-and-twenty,0,0,0,0,1,0
five-franc,1,0,0,0,0,0
five-hoe,0,0,0,0,1,0
"five-year-old,",0,0,0,0,1,0
fivefold,0,0,0,0,1,0
fivefold;,0,0,0,0,1,0
fix,1,1,1,1,1,1
fixed,1,0,1,0,1,1
"fixed,",0,0,0,0,1,1
fixed.,0,0,0,0,1,0
fixed;,0,0,0,0,1,1
fixedly,0,0,1,0,0,0
fixing,0,0,0,0,1,0
fixtures,0,0,0,0,1,0
fixtures.,0,0,0,0,1,0
flag.,1,0,0,0,1,0
flagrant,0,0,0,0,0,1
flags,0,0,0,0,1,0
flail,0,0,0,0,1,0
"flails,",0,0,0,0,1,0
flame,0,0,1,0,0,1
flamed,1,0,0,0,0,0
"flamens,",0,0,0,0,0,1
flames,1,0,0,0,0,1
"flames,",0,0,0,0,0,1
flames.,0,0,0,0,0,1
flamingo.”,1,0,0,0,0,0
"flank,",0,0,0,0,0,1
flannel,0,0,1,0,0,0
flannel.,0,0,0,0,1,0
flannels,1,0,0,0,0,0
flapping,1,0,0,0,0,1
flaring,0,0,1,0,0,0
flash,1,0,0,0,1,0
"flash,",1,0,0,0,0,0
flashed,1,0,1,0,0,0
flashed.,1,0,0,0,0,0
flashes,0,1,0,0,0,0
"flask,",0,0,0,0,1,0
flat,1,0,1,0,1,0
"flat,",1,0,0,0,0,0
flat-sided,0,0,0,0,1,0
flat.,1,0,0,0,0,0
"flats,",1,0,0,0,0,0
flattened,1,0,0,0,0,1
flatter,0,0,0,0,0,1
flattered,1,0,0,0,0,1
flatterer,0,0,0,0,0,1
flatteries,0,0,0,0,0,1
"flatteries,",0,0,0,0,0,1
flattering,0,0,0,0,0,1
flatters,0,0,0,0,0,1
flattery.,0,0,0,0,0,1
flaunting,0,0,1,0,0,0
flavor,0,0,0,0,0,1
flavour,0,0,1,0,1,0
"flavour,",0,0,1,0,1,0
flavoured,0,0,0,0,1,0
flax,0,0,0,0,1,0
"flax,",0,0,0,0,1,0
"flaxen,",0,0,0,0,1,0
flay,0,0,0,1,0,0
"flea,",1,0,0,0,0,0
fled,0,0,1,0,0,1
fled.,0,0,0,0,0,1
fled;,0,0,0,0,0,1
fleece,0,0,0,0,1,0
"fleece,",0,0,0,0,1,0
fleece.,0,0,0,0,1,0
fleeces,0,0,0,0,1,0
fleeing,0,0,0,0,1,0
fleet,0,0,0,0,0,1
"fleet,",0,0,0,0,0,1
fleet.,0,0,0,0,0,1
fleet;,0,0,0,0,1,1
fleeting,0,1,0,0,0,0
fleets,0,0,0,0,0,1
fleets.,0,0,0,0,0,1
flesh,1,0,1,1,1,1
"flesh,",0,0,0,1,1,0
flesh.,0,0,0,0,1,0
flesh;,0,0,0,0,1,0
fleshly,1,0,0,0,0,0
fleshy,0,0,0,0,1,0
flew,1,0,1,0,0,1
flickering,0,0,1,0,0,0
flies,0,0,0,0,0,1
"flies,",0,0,0,0,1,0
flies.,0,0,0,0,1,0
flight,1,0,1,0,1,1
"flight,",0,0,0,0,0,1
flight.,0,0,0,0,1,1
flimsy,1,0,0,0,1,0
fling,1,0,0,0,0,0
flint,0,0,0,0,1,0
"flint,",0,0,1,0,0,0
"flippant,",1,0,0,0,0,0
flippant?,1,0,0,0,0,0
flitches,0,0,0,0,1,0
float,0,1,0,0,0,0
float;,1,0,0,0,0,0
floated,0,0,1,0,0,0
floating,1,0,1,0,0,0
flock,1,0,0,0,1,1
"flock,",1,0,0,0,1,0
flock.,0,0,0,0,1,0
flocked,0,0,0,0,1,1
flocking,0,0,1,0,1,0
flocks,0,0,0,0,1,1
flog,0,0,0,0,0,1
flogging,0,0,0,0,0,1
flood,0,0,1,0,1,0
"flood,",1,0,0,0,0,0
flooded,1,0,0,0,1,0
floods,1,0,0,0,1,0
floor,1,0,1,0,1,1
"floor,",1,0,1,0,1,0
floor.,1,1,0,0,0,0
floors,0,1,1,0,1,0
florid,1,0,0,0,0,0
flour,0,0,0,0,1,0
flour.,0,0,1,0,0,0
flourish,0,0,0,0,0,1
flourish.,0,0,0,0,1,0
flourished,0,0,0,0,1,1
flourishing,0,0,0,0,1,1
flourishing;,0,0,0,0,1,0
flow,0,0,0,0,1,0
flowed,0,0,0,0,1,1
flower,1,0,0,0,1,1
flower-beds.,1,0,0,0,0,0
flower-clad,1,0,0,0,0,0
flower.,1,0,0,0,0,0
flowerlike,1,0,0,0,0,0
flowers,1,1,0,0,0,1
"flowers,",1,0,0,0,1,1
"flowers,’",1,0,0,0,0,0
"flowers,”",1,0,0,0,0,0
flowers.,1,0,1,0,0,0
"flowery,",0,0,1,0,0,0
flown,1,0,0,0,0,0
flows,0,0,0,0,0,1
flows.,0,0,0,0,0,1
fluctuate,0,0,0,0,1,0
fluctuated,0,0,1,0,1,0
fluctuating,0,0,0,0,1,0
fluctuation,0,0,0,0,1,0
fluctuations,0,0,0,0,1,0
"fluctuations,",0,0,0,0,1,0
fluctuations:,0,0,0,0,1,0
flue,1,0,0,0,0,0
flukes,0,0,0,0,1,0
flung,1,0,1,0,1,1
flurried—”,1,0,0,0,0,0
flush,1,0,0,0,0,0
flushed,1,0,1,0,0,1
flushed)—“says,1,0,0,0,0,0
flushing,1,0,0,0,0,0
flushing.,1,0,0,0,0,0
fluster.,1,0,0,0,0,0
"flute,",0,0,0,0,0,1
flutter,1,0,0,0,0,0
fluttered,0,0,1,0,0,0
flutterings,0,0,1,0,0,0
fly,1,0,0,0,1,1
"fly,",0,0,0,0,1,0
fly.,0,0,0,0,1,0
flying,0,1,0,0,0,0
"foal,",0,0,0,1,0,0
foam,1,0,0,0,0,0
foam.,1,0,0,0,0,0
focus.,1,0,0,0,0,0
fodder,0,0,0,0,1,0
"fodder,",0,0,0,0,1,0
foe,0,0,0,0,1,1
foe.,0,0,0,0,0,1
"foe.""",0,0,0,0,0,1
foe;,0,0,0,0,0,1
foes,0,0,0,0,0,1
"foes,",0,0,0,0,0,1
foes.,1,0,0,0,0,1
foes;,0,0,0,0,0,1
fog,1,0,1,0,1,0
"fog,",1,0,1,0,0,0
foggy,0,0,1,0,0,0
"foibles,",1,0,0,0,0,0
foie,0,1,0,0,0,0
foiled,0,0,0,0,0,1
"foiled,",0,0,0,0,0,1
"foine,",0,0,0,0,1,0
fol.,0,0,0,0,1,0
fold,0,0,0,0,1,1
foldage,0,0,0,0,1,0
folded,0,0,1,0,1,0
folding,0,0,1,0,0,0
"folding-table,",0,0,0,0,1,0
foldings,0,0,1,0,0,0
folds,1,0,1,0,0,0
"folds,",0,0,1,0,1,0
folds.,0,0,0,0,1,0
foldyard,0,0,0,0,1,0
"foliage,",1,0,0,0,0,0
folk,1,1,0,0,0,0
"folk,",0,0,0,0,1,0
folk.,1,0,0,0,1,0
folks,1,0,1,0,0,0
follies,0,0,0,0,0,1
"follies,",0,0,0,0,0,1
follow,1,1,1,1,1,1
"follow,",1,0,0,0,0,0
follow.,0,0,0,0,0,1
follow?,0,0,1,0,0,0
followed,1,0,1,1,1,1
"followed,",1,0,0,0,1,1
followed.,1,0,1,0,1,1
followed:,0,0,0,0,0,1
followed;,0,0,0,0,0,1
followers,0,0,1,0,1,1
"followers,",0,0,0,0,0,1
followers.,0,0,0,0,0,1
followers:,0,0,0,0,0,1
following,1,1,1,1,1,1
"following,",0,0,0,0,1,0
following.,0,0,0,0,0,1
follows,0,0,0,0,0,1
"follows,",0,0,0,0,1,0
follows.,1,0,0,0,0,0
follows:,1,0,0,0,1,1
follows:--,0,0,0,0,1,0
follows:[78],0,0,0,0,1,0
folly,0,0,0,0,0,1
"folly,",0,0,0,0,0,1
folly.,0,1,0,0,1,0
fomenting,0,0,0,0,0,1
fond,1,1,1,1,1,1
fondly,0,0,1,0,0,1
fondness,0,0,0,0,1,0
food,1,0,0,1,1,1
"food,",0,0,0,1,1,1
food-crushers.[516],0,0,0,0,1,0
food.,1,0,0,0,1,1
food.[251],0,0,0,0,1,0
food:--,0,0,0,0,1,0
food;,0,0,0,0,1,1
foods,0,0,0,0,1,0
fool,1,0,1,0,0,0
"fool,",1,0,0,0,0,0
fool.,1,0,0,0,0,0
foolish,1,1,0,0,0,0
"foolish,",1,0,0,0,0,0
foolish.,0,1,0,0,0,0
foolishly.,1,0,0,0,0,0
"foolishness,",1,0,0,0,0,0
fools,0,0,1,0,1,0
foot,1,0,1,0,1,1
"foot',",0,0,0,0,1,0
"foot,",0,0,0,0,0,1
foot-and-mouth,0,0,0,0,1,0
foot-hills,1,0,0,0,0,0
foot-rot.,0,0,0,0,1,0
foot-soldiers,0,0,0,0,0,1
"foot-soldiers,",0,0,0,0,0,1
foot-soldiers.,0,0,0,0,0,1
foot.,0,0,1,0,1,0
foot:,0,0,0,0,0,1
football,0,0,0,0,1,0
"football,",0,0,0,0,1,0
footing,0,0,0,0,0,1
"footing,",0,0,0,0,1,0
footing.,0,0,0,0,0,1
"footlights,",0,1,0,0,0,0
footnote,0,0,0,0,0,1
footpath,1,0,0,0,1,0
footpaths,0,0,0,0,1,0
footsteps,1,1,0,0,1,1
"footstool,",0,0,1,0,0,0
"footstools,",0,0,0,0,1,0
foot’s,1,0,0,0,0,0
for,1,1,1,1,1,1
"for!""",0,0,1,0,0,0
"for,",1,1,1,1,1,1
for.,1,1,1,0,1,1
for;,0,1,0,0,0,0
for?,0,1,0,1,0,0
"for?""",0,0,1,0,0,0
for?—so,0,1,0,0,0,0
forasmuch,0,0,0,0,1,0
"forays,",0,0,0,0,0,1
forbad,0,0,0,0,1,0
forbade,1,0,0,0,1,1
forbear,0,0,1,0,0,0
forbearance,0,0,0,0,1,0
"forbearance,",0,0,1,0,0,0
forbid,1,1,0,0,0,0
"forbid!""",0,0,1,0,0,0
forbidden,0,1,0,0,1,1
"forbidden,",0,0,0,0,1,1
"forbidden,[105]",0,0,0,0,1,0
forbidden.,0,0,0,0,1,0
forbidden.],0,0,0,0,0,1
forbidding,0,1,0,0,1,1
forbids,0,0,0,0,1,0
force,1,1,1,0,1,1
"force,",0,0,1,0,0,1
force.,0,1,0,0,1,1
force.[12],0,0,0,0,0,1
force;,0,0,0,0,0,1
forced,1,1,1,1,1,1
"forced,",0,0,0,0,0,1
forces,1,0,0,0,0,1
"forces,",0,0,0,0,0,1
forces.,1,0,0,0,0,1
forces;,0,0,0,0,0,1
forces?,0,1,0,0,0,0
forcibly,0,0,0,0,1,0
forcibly.[446],0,0,0,0,1,0
forcing,0,0,0,0,0,1
ford,0,0,0,0,1,0
fore,0,0,0,1,1,1
"fore-quarters,",0,0,0,0,1,0
forebodings,1,0,0,0,0,1
forebore,1,0,0,0,0,0
"forecrop,",0,0,0,0,1,0
forefathers,0,0,0,0,1,0
forefathers.,0,0,0,0,1,0
"foreground,",1,0,0,0,0,0
forehead,1,0,0,0,0,0
"forehead,",0,0,1,0,1,0
forehead.,1,0,1,0,0,0
forehead]_.,0,1,0,0,0,0
foreign,0,0,1,1,1,1
"foreign,",0,0,0,0,1,0
foreigner,0,0,0,0,1,1
"foreigner,[707]",0,0,0,0,1,0
foreigner;,0,0,0,0,1,0
foreigners,0,0,0,0,0,1
"foreigners,",0,0,0,0,0,1
foreman,0,0,0,0,1,0
foremost,0,0,1,0,0,1
forerunner,0,0,0,0,1,0
forerunners.,0,0,0,0,1,0
foresaw,1,0,0,0,0,1
foresee,1,0,0,0,1,0
foreseeing,0,0,0,0,0,1
foreseen,0,1,0,0,0,1
foreshadow,0,0,1,0,0,0
foreshadowed,0,0,0,0,0,1
"foreshore,",1,0,0,0,0,0
foreshore.,1,0,0,0,0,0
foresight,0,0,0,0,0,1
foresight.”,1,0,0,0,0,0
forest,1,0,0,0,1,0
"forest,",0,0,0,0,1,0
"forestalling,",0,0,0,0,1,0
forests,0,0,0,0,0,1
"forests,",0,0,0,0,1,1
forests.[185],0,0,0,0,1,0
foretaste,0,0,0,0,1,0
foretell,1,0,0,0,0,0
foretold,0,0,1,0,0,0
forever,1,1,0,0,0,1
forever.,0,0,0,0,0,1
forfeit,0,1,0,0,1,0
forfeited,0,0,0,0,1,1
"forfeited,",0,0,0,0,1,0
forfeited.,0,0,0,0,1,0
forfeiting,0,0,0,0,1,0
"forfeits,",0,0,1,0,0,0
forfeits;,0,0,1,0,0,0
forfeiture,0,0,0,0,1,0
forfeiture;,0,0,0,0,0,1
forgave,0,0,0,0,0,1
forge.',0,0,0,0,1,0
forged,0,1,1,0,1,1
forget,1,1,1,0,1,1
forget.,1,0,0,0,0,0
forgetting,1,1,1,0,1,1
forget—what,1,0,0,0,0,0
forgive,1,1,0,0,0,1
forgive!”,1,0,0,0,0,0
forgiven,1,1,0,0,0,1
forgiveness,0,0,1,0,0,0
forgiveness.,0,1,0,0,0,0
forgiving,1,0,0,0,0,0
"forgiving,",0,0,1,0,0,0
forgot,1,1,0,0,1,1
"forgot,",0,1,0,0,0,0
forgot;,1,0,0,0,0,0
forgotten,1,1,1,0,1,1
forgotten!,0,0,1,0,0,0
"forgotten,",1,0,1,0,1,1
forgotten.,1,1,0,0,1,0
forgot—,0,1,0,0,0,0
fork,0,0,1,0,0,0
"fork,",0,0,0,0,1,0
fork.,1,0,0,0,0,0
forks,0,0,0,0,1,0
"forks,",0,0,0,0,1,0
forlorn!,1,0,0,0,0,0
form,1,1,1,1,1,1
"form,",1,1,1,1,1,1
form.,1,1,1,1,1,1
form:,0,0,0,0,1,1
form;,0,0,1,0,0,0
form?,1,0,0,0,0,0
formal,1,0,0,0,0,0
formality,0,0,0,0,0,1
formally,0,0,0,0,0,1
formally.,1,0,0,0,0,0
format,1,1,1,1,1,1
formation,0,0,0,0,0,1
formats,1,1,1,1,1,1
formed,0,0,0,0,1,1
"formed,",0,0,1,0,1,1
former,0,0,1,0,1,1
"former,",0,0,1,0,1,1
former.,1,0,0,0,0,1
former.[462],0,0,0,0,1,0
formerly,0,0,0,0,1,1
formerly;,0,0,0,0,1,0
formidable,0,0,0,0,1,1
forming,1,1,0,0,1,1
formless,1,0,0,0,0,0
forms,0,0,1,0,1,1
forms.,0,0,1,0,0,0
formula,0,0,0,0,0,1
formularies,0,0,0,0,0,1
formulate,1,0,0,0,0,0
formulated,0,0,0,0,1,0
forreine,0,0,0,0,1,0
forsake,0,1,0,0,0,0
forsaken.,0,1,0,0,0,0
fort,0,0,0,0,0,1
forte.,1,0,0,0,0,0
forth,1,1,1,1,1,1
"forth,",0,0,1,0,1,1
forth.,1,0,0,0,0,0
"forthcoming,",1,0,0,0,0,0
forthwith,0,0,0,0,0,1
"forthwith,",0,0,0,0,0,1
fortie,0,0,0,0,1,0
fortified,0,0,0,0,0,1
"fortified,",0,0,0,0,0,1
fortifies,0,0,0,0,0,1
fortifying,0,0,0,0,0,1
fortnight,0,0,0,0,1,0
fortress,0,0,0,0,0,1
fortresses,0,0,0,0,0,1
"fortresses,",0,0,0,0,0,1
fortresses.,0,0,0,0,0,1
fortuitous,1,0,0,0,0,0
fortunate,1,1,0,0,1,1
"fortunate,”",1,0,0,0,0,0
fortunately,1,0,0,1,1,1
fortune,0,1,1,1,1,1
fortune',0,0,0,0,1,0
"fortune,",0,0,0,1,0,1
"fortune,""",0,0,1,0,0,0
fortune.,0,0,0,0,1,1
"fortune.""",0,0,1,0,0,0
fortunes,1,1,0,0,1,1
"fortunes,",0,0,0,1,0,1
fortunes.,0,0,0,0,0,1
fortunes;,0,0,1,0,0,0
forty,1,1,1,1,1,1
"forty,",0,0,0,0,1,0
forty-first,0,0,0,0,0,1
forty-four,0,0,0,0,0,1
forty-nine,0,0,0,0,0,1
forty-one,0,0,0,0,1,0
forty-seven,0,0,0,0,1,0
forty-three,0,0,0,0,0,1
forty.,0,0,1,0,1,0
forum,0,0,0,0,0,1
"forum,",0,0,0,0,0,1
forum.,0,0,0,0,0,1
forum.[28],0,0,0,0,0,1
forum;,0,0,0,0,0,1
forward,1,1,1,0,1,1
"forward,",1,0,0,0,0,1
forward.,1,0,0,0,0,1
forward.',0,0,0,0,1,0
forward.]_,0,1,0,0,0,0
forwarded,1,0,0,0,0,1
forwards,0,0,0,0,1,0
"forwards,",1,0,0,0,0,0
for—a,0,1,0,0,0,0
foster-father,0,0,0,0,0,1
foster-parents,0,0,0,0,0,1
fostered,0,0,0,0,0,1
fought,1,1,1,0,1,1
"fought,",0,0,0,0,0,1
fought.,0,0,0,0,0,1
fought;,0,0,0,0,0,1
foul,0,0,1,0,1,1
foule,0,0,0,0,1,0
fouling,0,0,0,0,1,0
found,1,1,1,1,1,1
"found,",1,0,0,0,1,1
found.[1],0,0,0,0,1,0
found?'[212],0,0,0,0,1,0
foundation,1,0,0,0,1,1
"foundation,",0,0,0,0,1,1
foundations,0,0,0,0,1,1
"foundations,",0,0,0,0,0,1
founded,0,0,0,0,1,1
"founded,",0,0,0,0,0,1
founded.,0,0,0,0,1,0
founder,0,0,0,0,0,1
founders,0,0,0,0,1,1
founding,0,0,0,0,1,1
founds,0,0,0,0,0,1
fountain,1,0,0,0,0,0
"fountain,",1,0,0,0,0,0
"fountain-head,",0,0,0,0,0,1
fountain.,1,0,0,0,0,0
fountain—they,1,0,0,0,0,0
four,1,0,1,1,1,1
"four,",1,1,0,1,0,0
four-and-a-half,0,0,0,0,1,0
four-and-twenty,0,1,0,0,0,0
four-course,0,0,0,0,1,0
four-field,0,0,0,0,1,0
four-fifths,0,0,0,1,0,0
four-roomed,0,0,1,0,0,0
"four-year-olds,",0,0,0,0,1,0
four.,1,0,0,0,0,0
four.”,1,0,0,0,0,0
fourfold,0,0,0,0,1,0
"fourfold,",0,0,0,0,1,0
fourteen,0,0,0,1,1,1
fourteenth,0,0,0,0,1,0
fourth,1,0,0,1,1,1
"fourth,",0,0,0,0,1,1
fourth.,1,0,0,0,1,1
fowlhouse.,0,0,0,0,1,0
fowling,0,0,0,0,1,0
fowling;,0,0,0,0,1,0
fowls,0,0,0,0,1,0
fox,0,0,0,0,1,1
"fox,",0,0,0,0,0,1
foxes,0,0,0,0,1,0
